from,to,value
61248,61034,12
61248,61053,4
61248,61072,1
61248,61090,4
61248,62601,3
61248,110296,1
61248,61164,14
61248,61189,1
61248,61190,8
61248,61223,23
61248,61231,1
61248,61232,30
61248,61264,26
61248,61404,2
61248,60755,1
61248,61453,18
61248,61454,82
61248,86084,44
61248,59409,7
61248,61581,11
61248,61605,28
61248,61680,17
61248,61700,5
61248,61721,4
61248,61725,50
61248,61764,17
61248,184670,1
61248,61791,2
61248,61832,13
61248,81304,1
61248,163001,1
61248,61890,1
61248,61893,6
61248,61908,2
61248,61910,1
61248,86559,1
61248,62032,3
61248,86702,1
61248,62136,2
61248,168640,3
61248,60445,7
61248,62180,1
61248,62214,14
61248,54200,3
61248,62293,14
61248,62468,69
61248,142852,1
61248,62493,4
61248,62518,2
61248,62521,25
61248,62555,1
61248,62573,11
61248,95369,1
61248,62322,1
61248,62644,1
61248,62646,2
61248,62680,18
61248,185590,1
61248,62724,20
61248,62747,1
61248,62779,88
61248,111933,1
61248,62103,17
61248,62799,1
61248,112024,1
61248,316857,1
61248,194019,1
61248,60479,45
61248,61028,2
61248,71770,1
61248,153762,1
61248,121055,1
61248,96536,2
61248,62142,1
61248,62417,10
61248,244506,1
61248,80701,2
61248,59889,6
61248,61996,2
61248,89119,1
61248,244246,2
61248,64671,1
61248,89382,17
61248,81197,1
61248,110486,1
61248,56726,1
61248,61341,1
61248,61317,4
61248,130602,1
61248,56895,1
61248,130673,7
61248,56960,1
61248,55363,9
61248,62796,3
110408,110408,1
110408,98634,1
110408,124305,1
110408,108081,1
110408,110296,1
110408,86034,1
110408,70088,1
110408,127903,1
110408,87267,1
110408,110415,1
110408,122536,1
110408,122575,1
86669,86669,4
61264,61264,522
61264,61486,147
61264,59206,17
61264,61938,24
61264,61529,34
61264,90696,2
61264,90747,1
61264,107145,1
61264,82897,1
61264,61636,3
61264,58989,4
61264,60350,31
61264,59051,2
61264,61660,49
61264,59135,14
61264,59188,286
61264,59324,1
61264,59425,2
61264,59441,1
61264,59508,14
61264,59518,44
61264,59532,135
61264,59551,47
61264,59582,1
61264,59662,2
61264,59672,1
61264,59790,117
61264,59819,67
61264,59856,2
61264,59874,166
61264,59901,39
61264,59984,7
61264,60003,9
61264,62284,15
61264,60075,34
61264,60156,6
61264,62834,40
61264,60182,1
61264,60263,40
61264,60284,2
61264,60369,1
61264,60473,3
61264,60587,4
61264,60654,15
61264,60756,2
61264,60824,1
61264,60868,10
61264,60871,3
61264,60971,73
61264,61026,19
61264,61034,5
61264,61053,50
61264,61072,2
61264,61090,19
61264,62601,6
61264,61164,44
61264,61190,3
61264,61223,104
61264,61232,19
61264,61248,26
61264,61374,2
61264,61404,16
61264,60755,3
61264,61453,13
61264,61454,81
61264,86084,4
61264,59409,70
61264,61552,1
61264,61581,24
61264,61680,4
61264,61719,2
61264,61721,9
61264,61764,1
61264,61791,12
61264,61797,2
61264,61890,2
61264,61893,18
61264,61910,2
61264,111146,1
61264,62032,7
61264,86806,3
61264,62136,26
61264,60445,7
61264,62242,1
61264,62180,2
61264,62214,8
61264,89561,3
61264,62318,1
61264,62293,12
61264,62468,101
61264,62493,47
61264,62518,6
61264,62521,11
61264,62543,8
61264,62322,6
61264,62644,5
61264,62646,5
61264,62680,114
61264,62724,33
61264,341281,2
61264,62779,228
61264,62787,1
61264,62103,51
61264,62823,4
61264,62838,5
61264,62364,9
61264,60479,25
61264,251925,1
61264,55537,1
61264,62142,3
61264,59889,34
61264,61317,14
61264,89607,1
61264,122379,1
61264,62082,3
61264,55363,84
61264,81591,1
61264,60047,2
61264,62796,3
110424,110424,2
110424,82384,1
110424,82774,1
110424,59276,1
110424,125354,1
110424,61891,1
110424,60231,1
110424,199542,1
110424,60542,1
110424,61035,1
110424,61231,1
110424,61996,1
126819,126819,2
126819,111544,1
126820,126820,2
126820,81036,1
126820,80668,1
86673,86673,5
266089,266089,1
85866,85866,38
85866,82772,1
85866,107617,1
85866,56732,2
85866,61996,1
85866,81188,1
126828,126828,3
126828,123850,1
126828,111678,1
62098,62098,1
62098,60664,1
62098,54440,1
124904,124904,2
124904,125128,1
126837,126837,1
110456,110456,1
110456,70088,1
110456,86575,1
110456,57140,1
68767,68767,8
68767,124265,1
68767,82583,1
68767,60654,1
68767,307368,1
68767,88791,1
126854,126854,3
118664,118664,2
118664,98582,1
118664,98585,1
118664,98591,1
118664,59760,1
118664,111610,1
126858,126858,1
126858,127082,1
126858,81197,1
118668,118668,1
118668,98591,1
118668,118706,1
118668,169991,1
118668,327114,1
118668,118710,1
126861,126861,4
126864,126864,1
86680,86680,4
86680,60231,1
118681,118681,2
118681,59551,1
118681,59409,1
118681,62724,1
118681,62779,1
118681,89119,1
61339,61339,1
61339,61486,1
61339,59188,1
61339,59441,1
61339,59508,1
61339,59532,1
61339,59551,1
61339,59790,1
61339,59819,1
61339,59874,1
61339,59984,1
61339,60263,1
61339,60654,1
61339,60971,1
61339,61026,1
61339,61223,1
61339,61374,1
61339,61454,1
61339,61581,1
61339,62032,1
61339,62136,1
61339,62214,1
61339,62264,1
61339,62468,1
61339,62521,1
61339,62543,1
61339,62584,1
61339,62322,1
61339,62646,1
61339,54460,1
61339,62680,1
61339,62724,1
61339,62779,1
61339,62823,1
61339,60479,1
61339,62142,1
61339,61317,1
61339,55363,1
61352,61352,1
61352,59051,1
61352,59945,1
61352,60542,1
61352,61454,1
61352,244246,1
118701,118701,2
118701,98582,1
118701,118679,1
118701,98591,1
118701,118775,1
118701,111607,1
118706,118706,2
118706,98591,1
118706,118668,1
118706,118775,1
118706,169991,2
118706,327114,1
118706,118707,1
118706,118710,1
58782,58782,2
58782,107145,1
58782,61660,1
58782,59135,1
58782,54200,1
58782,81743,1
58782,81748,1
126905,126905,1
126905,125859,1
126905,61232,1
126905,127056,1
126905,86575,1
126905,121188,1
126905,86572,1
61374,61374,11
61374,61486,3
61374,61938,2
61374,61636,1
61374,60350,1
61374,59100,1
61374,61660,1
61374,59135,1
61374,59188,4
61374,59441,1
61374,59508,4
61374,59532,3
61374,59551,1
61374,59790,4
61374,59819,3
61374,59874,2
61374,59901,1
61374,59984,1
61374,60075,1
61374,60156,1
61374,62834,1
61374,60263,2
61374,60369,1
61374,60542,1
61374,60654,2
61374,60971,2
61374,61026,1
61374,61053,2
61374,62601,3
61374,61164,1
61374,61223,2
61374,61264,2
61374,61339,1
61374,61453,2
61374,61454,2
61374,59409,1
61374,61581,1
61374,61893,1
61374,62032,1
61374,62136,1
61374,62214,1
61374,62264,1
61374,62293,1
61374,62468,4
61374,62521,1
61374,62543,1
61374,62584,1
61374,62322,1
61374,62646,3
61374,54460,1
61374,62680,3
61374,62724,2
61374,62779,3
61374,62823,2
61374,60479,1
61374,251925,1
61374,62142,2
61374,61317,2
61374,89607,1
61374,62082,1
61374,55363,2
85951,85951,2
85951,58893,1
85951,125924,1
85951,127056,2
85951,81480,1
61383,61383,29
61383,82577,1
61383,58125,1
61383,60350,1
61383,59945,1
61383,60369,2
61383,60542,1
61383,61725,1
61383,70088,1
61383,62032,1
61383,86842,1
61383,70610,2
61383,111716,2
61383,54460,1
61383,70857,1
61383,55363,1
61383,57116,1
61383,57121,1
61383,57196,1
102344,102344,1
102344,61231,1
208851,208851,2
208851,149845,1
126932,126932,1
61404,61404,32
61404,61486,12
61404,59206,1
61404,61938,2
61404,61529,4
61404,60350,1
61404,61660,9
61404,59135,2
61404,59188,26
61404,59508,2
61404,59518,7
61404,59532,12
61404,59551,2
61404,59790,9
61404,59819,5
61404,59856,2
61404,59874,8
61404,59901,5
61404,60075,4
61404,60156,3
61404,62834,7
61404,60284,1
61404,60971,8
61404,61026,4
61404,61053,6
61404,61164,5
61404,61223,7
61404,61248,2
61404,61264,16
61404,61454,6
61404,59409,7
61404,61581,1
61404,61680,1
61404,61721,1
61404,61791,5
61404,61893,2
61404,62136,1
61404,62180,1
61404,62214,1
61404,62318,1
61404,62468,3
61404,62493,7
61404,62518,4
61404,62521,1
61404,62543,1
61404,62644,1
61404,62646,1
61404,62680,4
61404,62779,20
61404,60479,1
61404,59889,3
61404,61317,1
61404,55363,10
85987,85987,1
298980,298980,11
298980,59610,1
298980,130673,1
82598,82598,58
82598,82596,1
82598,133736,2
82598,133763,1
85990,85990,1
85990,84998,1
85990,85413,1
123559,123559,3
123559,135993,1
123559,113761,1
61239,61239,3
61239,59288,1
60755,60755,10
60755,60350,1
60755,61660,3
60755,59188,2
60755,59532,1
60755,59551,5
60755,59624,1
60755,59874,6
60755,60003,1
60755,62834,5
60755,60263,2
60755,60284,1
60755,60654,1
60755,60971,2
60755,61072,1
60755,61223,3
60755,61248,1
60755,61264,3
60755,61454,1
60755,60445,1
60755,62318,1
60755,62293,1
60755,62468,1
60755,62680,1
60755,62779,4
60755,62103,3
118775,118775,2
118775,98582,1
118775,118679,1
118775,98591,1
118775,118701,1
118775,118706,1
118775,169991,1
118775,118707,1
54147,54147,4
54147,53614,1
54147,54242,1
54147,54416,1
110592,110592,6
110592,90356,1
110592,82772,1
110592,82924,1
110592,81131,1
110592,54460,1
110592,54564,1
110592,57116,1
126978,126978,20
126978,71770,2
126981,126981,4
126981,83096,1
126981,126896,1
126981,127383,1
61453,61453,261
61453,61486,10
61453,59206,15
61453,61938,4
61453,61529,3
61453,61544,4
61453,82897,1
61453,61636,1
61453,337092,1
61453,165267,4
61453,337411,1
61453,58989,3
61453,60350,4
61453,59051,9
61453,59100,1
61453,61660,47
61453,59135,4
61453,59186,1
61453,59188,35
61453,59288,19
61453,124973,1
61453,59508,4
61453,59518,3
61453,59532,44
61453,59551,34
61453,59582,1
61453,125131,1
61453,59662,1
61453,59790,7
61453,59819,6
61453,59856,1
61453,59874,31
61453,59901,3
61453,59984,1
61453,60003,3
61453,60075,5
61453,60156,1
61453,62834,7
61453,60231,72
61453,60263,7
61453,60359,1
61453,84998,1
61453,85004,1
61453,60473,2
61453,60542,9
61453,60654,7
61453,60714,2
61453,60824,1
61453,60868,8
61453,60871,2
61453,60971,13
61453,61026,8
61453,61053,9
61453,61090,1
61453,62601,2
61453,61164,5
61453,61190,1
61453,61223,10
61453,61232,13
61453,61248,18
61453,61264,13
61453,61374,2
61453,61454,39
61453,86084,21
61453,59409,8
61453,61581,3
61453,61605,78
61453,61680,12
61453,61700,1
61453,61725,5
61453,61764,4
61453,61791,2
61453,61832,1
61453,61893,2
61453,62032,1
61453,324251,1
61453,62136,2
61453,168640,3
61453,62214,2
61453,54200,1
61453,62293,4
61453,62468,22
61453,62493,6
61453,62521,8
61453,62543,1
61453,62573,25
61453,62680,10
61453,62724,3
61453,62747,1
61453,62779,36
61453,62103,5
61453,62799,1
61453,243999,1
61453,60479,11
61453,71770,2
61453,96536,4
61453,62142,1
61453,62417,1
61453,244506,2
61453,146272,1
61453,59889,2
61453,89382,15
61453,61317,2
61453,55363,11
61454,61454,791
61454,82109,1
61454,61486,106
61454,59206,66
61454,61938,31
61454,61529,18
61454,61544,1
61454,82577,1
61454,82772,2
61454,82897,18
61454,83096,1
61454,61636,1
61454,337092,2
61454,124305,3
61454,337411,1
61454,58989,18
61454,60350,34
61454,59051,5
61454,61660,67
61454,59135,38
61454,59186,1
61454,59188,233
61454,59288,1
61454,59324,1
61454,59425,5
61454,124973,1
61454,59441,3
61454,59508,10
61454,59518,36
61454,59527,1
61454,59532,138
61454,59551,130
61454,61995,1
61454,125131,2
61454,59662,7
61454,59786,1
61454,59790,97
61454,59819,56
61454,59856,7
61454,59874,167
61454,59901,13
61454,59945,8
61454,59984,12
61454,60003,32
61454,62284,11
61454,60075,47
61454,60156,9
61454,62834,71
61454,60182,1
61454,60231,1
61454,60263,68
61454,60284,7
61454,84929,1
61454,60359,2
61454,60369,2
61454,85004,1
61454,60473,23
61454,60542,12
61454,126088,1
61454,60587,1
61454,60654,82
61454,85265,1
61454,60714,10
61454,60756,7
61454,60794,2
61454,60824,4
61454,60868,21
61454,60871,27
61454,60971,125
61454,110173,1
61454,61026,37
61454,61034,3
61454,61053,18
61454,61072,1
61454,61090,8
61454,62601,7
61454,61164,28
61454,61190,13
61454,61223,74
61454,61231,1
61454,61232,54
61454,61248,82
61454,61264,81
61454,61339,1
61454,61352,1
61454,61374,2
61454,61404,6
61454,60755,1
61454,61453,39
61454,86084,80
61454,59409,67
61454,61581,29
61454,61605,6
61454,61680,29
61454,61700,11
61454,61719,1
61454,61721,9
61454,61725,8
61454,61764,5
61454,61791,2
61454,61797,2
61454,61832,6
61454,61890,3
61454,61893,9
61454,61910,3
61454,86571,1
61454,86575,1
61454,62032,6
61454,324251,1
61454,62136,28
61454,60445,10
61454,53976,1
61454,62180,1
61454,62214,29
61454,62264,1
61454,54200,7
61454,62288,2
61454,111607,1
61454,62293,37
61454,62468,146
61454,62493,31
61454,62518,2
61454,62521,53
61454,62543,2
61454,62573,2
61454,62584,1
61454,62322,6
61454,62644,2
61454,62646,4
61454,54460,1
61454,70846,1
61454,62680,97
61454,185590,2
61454,62724,45
61454,62747,2
61454,62779,252
61454,62103,60
61454,62799,1
61454,62823,2
61454,62838,2
61454,112024,1
61454,62364,2
61454,161405,1
61454,243999,1
61454,95939,1
61454,60479,93
61454,251925,1
61454,153762,1
61454,121055,1
61454,112873,2
61454,58588,1
61454,96537,1
61454,62142,6
61454,62417,5
61454,146272,1
61454,59889,3
61454,61996,1
61454,244246,9
61454,89382,32
61454,81197,2
61454,56726,2
61454,61317,8
61454,185589,1
61454,327112,1
61454,89607,1
61454,62082,2
61454,130673,1
61454,55363,38
61454,118740,1
61454,62796,9
86034,86034,5
86034,98634,1
86034,82396,1
86034,123363,1
86034,124305,1
86034,61660,2
86034,108081,1
86034,59532,1
86034,84998,2
86034,110296,1
86034,110408,1
86034,127056,1
86034,70088,1
86034,86574,1
86034,86575,2
86034,127903,1
86034,119742,2
86034,87267,1
86034,121188,1
86034,86572,1
86034,110415,1
86034,114152,2
86034,122536,1
86034,122575,1
86034,114606,1
94234,94234,1
110631,110631,2
290857,290857,1
290857,150995,1
290857,145641,1
290857,80681,1
86084,86084,167
86084,61486,18
86084,59206,56
86084,61938,7
86084,61529,1
86084,82897,13
86084,337411,1
86084,58989,22
86084,60350,16
86084,61660,27
86084,59135,17
86084,59188,57
86084,59508,1
86084,59518,20
86084,59532,73
86084,59551,17
86084,59790,22
86084,59819,33
86084,59856,1
86084,59874,56
86084,59984,6
86084,60003,32
86084,62284,4
86084,60075,35
86084,60156,1
86084,62834,21
86084,60263,25
86084,60284,4
86084,60359,1
86084,60473,29
86084,60542,3
86084,60654,40
86084,60756,3
86084,60824,4
86084,60868,6
86084,60871,41
86084,60954,1
86084,60971,44
86084,61026,19
86084,62601,3
86084,61164,14
86084,61190,9
86084,61223,22
86084,61232,32
86084,61248,44
86084,61264,4
86084,61453,21
86084,61454,80
86084,59409,15
86084,61581,11
86084,61680,22
86084,61700,10
86084,61721,2
86084,61725,3
86084,61764,2
86084,61890,5
86084,61893,3
86084,62032,1
86084,62136,1
86084,60445,4
86084,62214,22
86084,54200,6
86084,62293,13
86084,62468,55
86084,62493,11
86084,62521,33
86084,62680,44
86084,62724,12
86084,62779,72
86084,62103,37
86084,62799,1
86084,60479,33
86084,62142,1
86084,89382,29
86084,61317,2
86084,55363,3
86084,62796,6
241713,241713,1
127027,127027,13
127027,123406,1
127027,307368,1
127027,86569,1
127027,86572,6
127027,203988,1
127040,127040,4
127040,124265,1
127040,125095,1
127040,184513,1
127040,85372,1
127040,61725,1
127040,103550,1
127040,103914,1
127040,124884,1
127040,86573,1
127056,127056,9
127056,125859,1
127056,58893,1
127056,61660,1
127056,125924,1
127056,84998,1
127056,61232,1
127056,126905,1
127056,85951,2
127056,86034,1
127056,86575,2
127056,119742,1
127056,81480,1
127056,121188,1
127056,86572,1
127056,114152,1
127062,127062,2
127062,125859,1
127062,86575,1
61540,61540,2
61540,59188,1
61540,60971,1
61540,61223,1
59409,59409,369
59409,61486,107
59409,59206,17
59409,61938,8
59409,61529,11
59409,90696,1
59409,82897,3
59409,61636,4
59409,337411,1
59409,58989,12
59409,60350,37
59409,59051,8
59409,59100,1
59409,61660,20
59409,59135,9
59409,59186,2
59409,59188,153
59409,59425,1
59409,59508,16
59409,59518,53
59409,59527,1
59409,59532,101
59409,59551,38
59409,59582,4
59409,59662,1
59409,59790,89
59409,59819,70
59409,59874,96
59409,59901,18
59409,59945,4
59409,59984,11
59409,60003,15
59409,133763,1
59409,62284,4
59409,60075,25
59409,60156,2
59409,62834,91
59409,60263,44
59409,60284,2
59409,60359,3
59409,60473,10
59409,60542,3
59409,60587,2
59409,60654,18
59409,60824,2
59409,60848,1
59409,60868,5
59409,60871,16
59409,60971,62
59409,61026,10
59409,61053,12
59409,61090,4
59409,62601,8
59409,61164,27
59409,61190,6
59409,61223,112
59409,61232,3
59409,61248,7
59409,61264,70
59409,118681,1
59409,61374,1
59409,61404,7
59409,61453,8
59409,61454,67
59409,86084,15
59409,61552,3
59409,61581,2
59409,61680,3
59409,61691,1
59409,61700,3
59409,61719,1
59409,61721,2
59409,61791,1
59409,61890,2
59409,61893,12
59409,61910,1
59409,111146,1
59409,86603,1
59409,62032,7
59409,86806,1
59409,62136,29
59409,60445,2
59409,62242,2
59409,62214,16
59409,54200,8
59409,62293,5
59409,62468,47
59409,62493,63
59409,62518,2
59409,62521,9
59409,62543,5
59409,54440,1
59409,62322,1
59409,62644,4
59409,62646,4
59409,62680,111
59409,62724,12
59409,62747,1
59409,341281,3
59409,62779,148
59409,62103,51
59409,62823,4
59409,62838,4
59409,62877,1
59409,62364,11
59409,243999,1
59409,60479,43
59409,112873,2
59409,62142,3
59409,59889,18
59409,155006,1
59409,61317,18
59409,122379,1
59409,62082,3
59409,55363,67
59409,81747,1
59409,60047,1
59409,62796,6
127082,127082,1
127082,126858,1
127082,81197,1
61552,61552,5
61552,61264,1
61552,59409,3
61552,62779,2
110716,110716,8
110716,110470,2
110716,110486,2
151680,151680,1
151680,289827,1
127110,127110,1
127110,132083,1
127110,100375,1
107617,107617,152
107617,82926,1
107617,166310,1
107617,85866,1
107617,54564,2
107617,81033,1
100375,100375,1
100375,132083,1
100375,127110,1
61581,61581,62
61581,61486,21
61581,59206,11
61581,61938,6
61581,61529,1
61581,82897,3
61581,60350,2
61581,61660,7
61581,59135,5
61581,59188,40
61581,59425,1
61581,59441,1
61581,59508,2
61581,59518,2
61581,59532,22
61581,59551,15
61581,59790,16
61581,59819,6
61581,59874,22
61581,59901,1
61581,59984,4
61581,62284,3
61581,60075,3
61581,60156,2
61581,62834,3
61581,60263,4
61581,60284,2
61581,60473,2
61581,60587,2
61581,60654,17
61581,60756,2
61581,60868,6
61581,60871,1
61581,60971,15
61581,61026,7
61581,61053,9
61581,61164,4
61581,61190,4
61581,61223,8
61581,61232,12
61581,61248,11
61581,61264,24
61581,61339,1
61581,61374,1
61581,61404,1
61581,61453,3
61581,61454,29
61581,86084,11
61581,59409,2
61581,61680,3
61581,61700,3
61581,61721,2
61581,61725,3
61581,61764,1
61581,61832,1
61581,61890,1
61581,62032,1
61581,62136,4
61581,60445,3
61581,62214,6
61581,62264,1
61581,62288,1
61581,62293,2
61581,62468,37
61581,62493,4
61581,62521,12
61581,62543,1
61581,62584,1
61581,62322,4
61581,62646,1
61581,54460,1
61581,62680,14
61581,62724,11
61581,62779,34
61581,62103,12
61581,62799,1
61581,62823,1
61581,60479,8
61581,62142,1
61581,89382,3
61581,61317,1
61581,55363,8
61581,62796,2
61605,61605,315
61605,59206,30
61605,61529,2
61605,61544,5
61605,82577,1
61605,82774,1
61605,61636,1
61605,165267,12
61605,59051,12
61605,61660,85
61605,59188,5
61605,59287,1
61605,59288,26
61605,59532,23
61605,125354,1
61605,59874,9
61605,59945,10
61605,70200,1
61605,60231,88
61605,85088,1
61605,60542,69
61605,60714,6
61605,68928,1
61605,81131,1
61605,60868,8
61605,61034,4
61605,61231,2
61605,61248,28
61605,61453,78
61605,61454,6
61605,61725,10
61605,61764,9
61605,61832,3
61605,81304,1
61605,61970,1
61605,168640,3
61605,86842,1
61605,62521,2
61605,301243,2
61605,62573,44
61605,70846,1
61605,185590,1
61605,62779,20
61605,316857,1
61605,169407,1
61605,60479,7
61605,96133,1
61605,71770,7
61605,96536,6
61605,68956,1
61605,62417,1
61605,129691,1
61605,244506,2
61605,80668,1
61605,80701,1
61605,146272,1
61605,61996,1
61605,244246,1
61605,81033,1
61605,61317,2
61605,185589,1
61605,57116,1
61605,57137,1
61605,60047,1
61605,57203,2
307368,307368,3
307368,124265,1
307368,58364,1
307368,58435,1
307368,124325,1
307368,84998,1
307368,60654,1
307368,68767,1
307368,127027,1
307368,86783,1
307368,87608,1
307368,88791,1
307368,86572,1
127688,127688,2
127688,86702,1
127688,129501,1
127688,80982,1
184513,184513,356
184513,61529,1
184513,82596,1
184513,58326,1
184513,58428,1
184513,58510,1
184513,124260,1
184513,124932,1
184513,305315,1
184513,125092,1
184513,142748,1
184513,59935,1
184513,60263,1
184513,56479,1
184513,68662,14
184513,60714,1
184513,85334,1
184513,183937,1
184513,110315,1
184513,61173,1
184513,127040,1
184513,184516,2
184513,61725,2
184513,103403,1
184513,70868,1
184513,185590,17
184513,86508,1
184513,194019,4
184513,87596,1
184513,257983,3
184513,301229,4
184513,96536,3
184513,129691,10
184513,80668,1
184513,80697,1
184513,162922,1
184513,185589,9
184513,133731,1
184513,58676,1
184513,57203,1
184516,184516,20
184516,184513,2
184516,257983,1
184516,301229,1
110789,110789,1
209098,209098,1
209102,209102,1
340686,340686,1
340686,90356,1
340686,82772,1
340686,123793,1
340686,82918,1
340686,82924,1
340686,123906,1
340686,83096,1
340686,82361,1
340686,54989,1
340686,81181,1
340686,81197,1
119014,119014,1
307431,307431,1
85372,85372,1
85372,124265,1
85372,127040,1
85372,103550,1
94444,94444,2
61680,61680,40
61680,61486,3
61680,59206,1
61680,61938,4
61680,61660,11
61680,59135,6
61680,59188,8
61680,59425,2
61680,59518,1
61680,59532,25
61680,59551,4
61680,59790,3
61680,59856,3
61680,59874,1
61680,59901,1
61680,62284,1
61680,60075,1
61680,60156,1
61680,60654,3
61680,60714,1
61680,60868,1
61680,60971,4
61680,61026,6
61680,61053,1
61680,61164,1
61680,61223,1
61680,61232,15
61680,61248,17
61680,61264,4
61680,61404,1
61680,61453,12
61680,61454,29
61680,86084,22
61680,59409,3
61680,61581,3
61680,62214,2
61680,62293,6
61680,62468,14
61680,62493,2
61680,62521,12
61680,95369,1
61680,62680,1
61680,62724,1
61680,62779,12
61680,62103,2
61680,62799,1
61680,60479,9
61680,61028,1
61680,95294,1
61680,244246,1
61680,89382,20
94452,94452,1
94458,94458,1
94458,86765,1
61691,61691,4
61691,59582,1
61691,59790,1
61691,60359,1
61691,59409,1
61691,61317,1
61691,62082,2
53504,53504,10
53504,59051,1
53504,61660,1
53504,59186,1
53504,59196,1
53504,59819,1
53504,60263,1
53504,60318,1
53504,84929,1
53504,60542,1
53504,60871,1
53504,61164,1
53504,61223,1
53504,61786,1
53504,54200,1
53504,62596,1
53504,95369,1
53504,62680,1
53504,95934,1
53504,96084,1
53504,61317,1
94467,94467,19
94467,144188,1
94467,97561,1
94467,130412,1
61700,61700,16
61700,61486,4
61700,59206,11
61700,61938,6
61700,61529,2
61700,82897,3
61700,58989,4
61700,60350,2
61700,61660,1
61700,59135,7
61700,59188,10
61700,59518,3
61700,59532,12
61700,59551,4
61700,59790,4
61700,59819,7
61700,59874,12
61700,59984,1
61700,60003,4
61700,62284,1
61700,60075,4
61700,62834,5
61700,60263,3
61700,60284,1
61700,60473,5
61700,60654,7
61700,60756,2
61700,60824,1
61700,60868,3
61700,60871,4
61700,60971,10
61700,61026,6
61700,61053,2
61700,61164,3
61700,61190,4
61700,61223,5
61700,61232,5
61700,61248,5
61700,61453,1
61700,61454,11
61700,86084,10
61700,59409,3
61700,61581,3
61700,61721,1
61700,61725,2
61700,61764,1
61700,61890,1
61700,61893,1
61700,62136,1
61700,60445,3
61700,62214,8
61700,54200,1
61700,62293,1
61700,62468,10
61700,62493,5
61700,62521,5
61700,62680,7
61700,62724,7
61700,62779,14
61700,62103,4
61700,60479,3
61700,62417,1
61700,59889,2
61700,55363,3
61700,62796,1
348886,348886,1
61719,61719,2
61719,61486,1
61719,90696,1
61719,59324,1
61719,59441,1
61719,59518,2
61719,59532,1
61719,59551,1
61719,59874,2
61719,60075,1
61719,62834,1
61719,60182,1
61719,60868,1
61719,61072,1
61719,61223,1
61719,61264,2
61719,61454,1
61719,59409,1
61719,61797,1
61719,61910,1
61719,62242,1
61719,62468,2
61719,62646,1
61719,62680,1
61719,62779,2
61719,62838,1
61719,60479,1
61719,62082,1
61721,61721,30
61721,61486,5
61721,59206,5
61721,61938,4
61721,61529,6
61721,82897,2
61721,83183,1
61721,61660,2
61721,59135,6
61721,59188,15
61721,59518,2
61721,59532,12
61721,59551,7
61721,59662,1
61721,59790,4
61721,59874,7
61721,59901,1
61721,60003,1
61721,62284,2
61721,60075,1
61721,62834,1
61721,60263,3
61721,60284,1
61721,60473,1
61721,60654,7
61721,60756,3
61721,60868,2
61721,60871,1
61721,60971,8
61721,61026,7
61721,61034,1
61721,61090,2
61721,61190,2
61721,61223,2
61721,61232,7
61721,61248,4
61721,61264,9
61721,61404,1
61721,61454,9
61721,86084,2
61721,59409,2
61721,61581,2
61721,61700,1
61721,61725,2
61721,61791,1
61721,61832,1
61721,61893,4
61721,62136,1
61721,60445,4
61721,62214,3
61721,62468,13
61721,62493,1
61721,62521,3
61721,62322,1
61721,62680,1
61721,62724,9
61721,62779,19
61721,62103,2
61721,60479,2
61721,80587,1
61721,86572,1
61721,55363,2
61725,61725,304
61725,61486,1
61725,59206,21
61725,61938,4
61725,147961,1
61725,61529,4
61725,61544,2
61725,82575,1
61725,82577,1
61725,82596,1
61725,82897,2
61725,58326,1
61725,58364,1
61725,58428,1
61725,58510,2
61725,124260,1
61725,165267,10
61725,148887,2
61725,337411,1
61725,59051,3
61725,61660,18
61725,59135,4
61725,59188,5
61725,59288,5
61725,59532,14
61725,59536,2
61725,59551,12
61725,61995,3
61725,125092,1
61725,85286,1
61725,59786,1
61725,59819,1
61725,142748,1
61725,84435,1
61725,59874,6
61725,59901,1
61725,59935,1
61725,59945,11
61725,59984,2
61725,62284,1
61725,62834,3
61725,60231,36
61725,81036,2
61725,60263,1
61725,60284,2
61725,56479,1
61725,60473,4
61725,60542,44
61725,60654,7
61725,60661,1
61725,60714,3
61725,60756,1
61725,85334,1
61725,60794,4
61725,60868,8
61725,60871,1
61725,60971,9
61725,61026,6
61725,61034,2
61725,61090,1
61725,61173,1
61725,61190,3
61725,61223,1
61725,61232,1
61725,61248,50
61725,61383,1
61725,61453,5
61725,61454,8
61725,86084,3
61725,127040,1
61725,61581,3
61725,61605,10
61725,184513,2
61725,61700,2
61725,61721,2
61725,61764,5
61725,61825,1
61725,61832,4
61725,86771,1
61725,61890,1
61725,168640,11
61725,60445,1
61725,62214,3
61725,62318,4
61725,103403,1
61725,62293,1
61725,62468,4
61725,62521,5
61725,95301,1
61725,62543,1
61725,62573,8
61725,95369,1
61725,70868,1
61725,185590,4
61725,62724,3
61725,62747,4
61725,62779,7
61725,86508,1
61725,112023,1
61725,316857,1
61725,194019,1
61725,87596,1
61725,63030,1
61725,95937,1
61725,60479,11
61725,61028,1
61725,96213,1
61725,71770,1
61725,153762,1
61725,121055,1
61725,96536,2
61725,96537,2
61725,96540,1
61725,129501,1
61725,62417,1
61725,244506,1
61725,80668,4
61725,80701,2
61725,244246,12
61725,61317,2
61725,185589,1
61725,327112,1
61725,133731,1
61725,130673,12
61725,55363,2
61725,58676,1
61725,60047,1
61725,57203,1
61725,62796,2
61725,154940,1
61740,61740,1
61764,61764,93
61764,82110,1
